SRCHWRD_NM,SRCHWRD_MENTN_CO,ORIGIN_CL_NM,REPRSNT_KWRD_NM,REPRSNT_KWRD_MENTN_CO,ALL_KWRD_CN,ALL_KWRD_CO,NTCE_YM
제주카페,23,페이스북,제주가볼만한곳,11,제주가볼만한곳/제주여행/제주맛집/제주카페추천/제주핫플/제주로떠나는이유/제주신상카페/제주디저트/제주도맛집/서귀포카페/서귀포맛집/제주도카페/엘파소/제주이색카페/오늘의제주/제주도여행/제주투어패스/제주여름휴가/제주데이트/제주명소/제주야경/제주이색포토존/안도르/송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/아미고라운드/집의기록상점/애월디저트/애월카페/제주카페투어/제주오션뷰카페/제주/제주도/제주속으로/자드부팡/제주에타/에그타르트/제주공항근처맛집/휴일로/서귀포디저트카페/제주도가볼만한곳/제주도핫플/첫페이지/이드레/edre/월정리카페/제주스럽/농쭈in제주/노바운더리제주/노바운더리카페/제주가오픈카페/표선카페/성읍카페/빽가카페/아일랜드플라워/제주수국명소/제주동물원/핑퐁커피/제주공항근처카페/카페치즈태비/구좌카페/한경/돌창고/서귀포여행지/제주오션뷰/제주베이커리/제주숙소/제주이국갬성카페/비니스/이중섭거리/서귀포핫플/이중섭거리카페,75,202206
제주여행,106,페이스북,제주가볼만한곳,44,제주가볼만한곳/제주도여행/제주핫플/제주여행코스/제주로떠나는이유/제주/제주맛집추천/제주맛집/제주도맛집추천/제주데이트코스/제주데이트/제주도/나의/제주여행을/반갑게/제주도가볼만한곳/제주카페/제주도핫플/반값/제주여행지/서귀포맛집/제주스노쿨링/제주핫플레이스/제주여름여행/제주면세점/제주사진명소/반값수다/제주일상/제주숙소/제주를즐겨라/제주물놀이/제주기념품/사진놀이터/제주당일치기/제주명소/제주놀거리/제주도기념품/면세점/jejutrip/jejutravel/제주포토존/서귀포/제주도맛집/에코랜드/제주카페추천/일출랜드/제주동쪽여행/제주디저트/반값게/나답게/제주관광공사/제주관광/제주여행선물/제주선물추천/협재맛집/협재해수욕장/제주서쪽여행/제주공항근처/couronne/쿠론/쇼핑의혜택/김녕미로공원/제주여행중/제주동쪽/스누피가든/고양이공원/제주소품샵/제주살이/비체올린/제주숙소추천/제주가족여행/선녀와나무꾼/국내여행/서귀포여행/서귀포가볼만한곳/제주사진촬영/카멜리아힐/어박사/제주신상카페/레일바이크/제주여행추천/여름제주여행/판포포구/여름제주/박물관은살아있다/제주관광지/제주해변/제주계곡/제주먹방/황우지해안/논짓물담수풀장/제주여행정보/여행기록/제주돌빵/제주바솔트/애월맛집/애월가볼만한곳/여행은/투애니원마카롱/제주답례품/협재/협재맛집추천/협재해수욕장맛집/제주사진핫플/제주주말여행/제주야경/제주이색포토존/수목원테마파크/제주관광지추천/제주마카롱/마카롱/캐릭터마카롱/제주수제마카롱/서귀포마카롱/제주마카롱맛집/마카롱맛집/제주도민맛집/floralwonderland/플로럴원더랜드/쿠론손정민/손정민/공진향미/궁중동안립밤/답다니수국밭/RS1251/RS1254/louisquatorze/루이까또즈/pochebag/포쉬백/Morningdew20th/홀드마이듀/골든듀/Goldendew/2022모닝듀20주년컬렉션/제주오션뷰에어비엔비/제주에어비엔비/인생샷포토존/제주인생샷/귤모자/드르쿰다/중문/서귀포맛집추천/제주아침식사/제주비체올린/제주능소화축제/제주능소화/제주도숙소/제주커플여행/에코랜드호텔/제주호텔/선녀와나무꾼테마공원/제주시가볼만한곳/당산봉/제주도풍경/제주도오름/제주오름/제주오름추천/속골/제주녹차/제주녹차카페/제주녹차디저트/제주녹차아이스크림/제주힐링여행/제주백패킹/제주카페투어/제주오션뷰카페/제주이색카페/제주에코랜드/제주볼거리/힐링여행/제주숲속뷰/제주박물관은살아있다/착시아트/제주박물관/제주레저여행/중문승마/착한배낚시/실탄사격장/하모씨워킹/제주아리랑/세리월드/제주서귀포놀거리/우정여행/마라도가는여객선/메이즈랜드/그랑블루요트/세계자동차박물관/건강과성박물관/유리의성/제주여행지모음/제주액티비티/제주패러글라이딩/제주라플라이/제주짚라인/정관장/KGC인삼공사/아이패스/파워/아이패스파워/체력충전/에너지충전/수국축제/hydrangea/camelliahill/jeju/touristcollection/aircouronne/투어리스트컬렉션/에어쿠론/가성비숙소/제주독채숙소/흑심가/한림맛집/어박사애월점/제주애월/서귀포올레시장/제주흑돼지/서귀포핫플/서귀포올레시장맛집/첫페이지/이드레/edre/월정리카페/슌식당/일식/제주이주민/제주레일바이크/산양곶자왈/호빗집/렐레/제주호빗집/제주숨은명소/숨은명소/우도다이브/제주스노클링/제주스쿠버/제주스쿠버다이빙/제주여행지추천/제주여름여행지/김경숙해바라기농장/상가리야자숲/노리매공원/행기소/돈내코원앙폭포/제주도소품샵/원피스/송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/제주도카페/제주빵지순례/제주도데이트코스/고흐의정원/캐니언파크/노을해안로/제주돌고래/친구태그/애월더선셋리조트/애월더선셋/제주풀빌라/그림포레스트/무민랜드/뽀로로타요테마파크/얼라이브카트/제주도숙소추천/오롯한집/제주감성숙소/귀덕카약/성산포유람선/쇠소깍제트보트/제주제트/퐁당제주/제주바다레저/제주이색여행/제주그림카페/제주유리의성/환상숲곶자왈공원/방림원/노리매/소인국테마파크/세계자동차피아노박물관/제주버스여행/제주바다/제주공항/제주시여행/제주로컬맛집/제주맛집투어/제주수영/제주해수욕장/논짓물/핑퐁커피/제주공항근처카페/카페치즈태비/구좌카페/코드뮤직페스티벌/제주뮤직페스티벌/제주로컬음식/제주향토음식/도민맛집/찐도민맛집/목장카페드르쿰다부터/서귀포포토존/너이제육지못가/제주동쪽코스/제주숲길/제주트래킹/제주뚜벅이여행/제주뚜벅이코스/제주힐링코스/제주숲/제주벨미/제주협재/제주협재맛집/제주시맛집/카페노티드제주/테라도스/아쿠아플라넷제주/다이나믹메이즈/비자림/엉또폭포/여유로이/비오는날제주/태웃개/원앙폭포/청굴물/코난해변/김녕성세기해변/제주수국명소/제주야외맛집/감귤드립커피/서귀포카페/서귀포여행지/후프바베큐/제주바베큐/제주이색맛집/제주오션뷰/제주꽃놀이/제주갈치/제주베이커리/제주이국갬성카페/놀러와제주/제주도선물/제주폭포/제주여름/마라도/마라도맛집/짜장면/맛집/먹스타그램/원조마라도해물짜장면집/마라도해녀촌짜장/바다와짜장/동백별장/제주추천/제주술집/제주동백별장/맛스타그램/여행에취하다,361,202206
제주가볼만한곳,51,페이스북,제주여행,44,제주여행/제주핫플/제주도여행/제주여행코스/제주맛집추천/제주도맛집추천/제주데이트코스/제주맛집/제주카페/제주도가볼만한곳/제주/제주데이트/제주도/제주도핫플/제주도맛집/제주로떠나는이유/제주가족여행/제주디저트/제주여름여행/제주물놀이/제주스노쿨링/제주명소/제주카페추천/제주커플여행/서귀포맛집/어박사/제주해변/제주계곡/제주포토존/제주야경/제주이색포토존/수목원테마파크/제주놀거리/제주관광지추천/드르쿰다/서귀포/중문/서귀포맛집추천/제주살이/제주아침식사/에코랜드/제주도숙소/제주숙소추천/에코랜드호텔/제주호텔/휴애리수국축제/휴애리자연생활공원/제주수국축제/제주수국/휴애리/휴애리수국/속골/서귀포여행/서귀포가볼만한곳/제주녹차/제주녹차카페/제주녹차디저트/제주녹차아이스크림/제주구좌/구좌맛집/구좌찐맛집/제주힐링여행/제주백패킹/제주카페투어/제주오션뷰카페/제주이색카페/제주가족여행지/얼라이브카트/소인국테마파크/테디베어사파리/포레스트사파리/캐니언파크/에코랜드테마파크/가족여행/제주에타/에그타르트/제주공항근처맛집/휴일로/서귀포디저트카페/제주도카페/어박사애월점/제주애월/제주스럽/농쭈in제주/호빗집/렐레/제주호빗집/제주숨은명소/숨은명소/제주소품샵/제주도소품샵/원피스/제주도데이트코스/제주공항/제주시여행/제주여행추천/제주먹방/제주로컬맛집/제주맛집투어/황우지해안/제주수영/제주해수욕장/논짓물/논짓물담수풀장/핑퐁커피/제주공항근처카페/판포포구/코드뮤직페스티벌/제주뮤직페스티벌/제주일상/제주핫플레이스/제주로컬음식/제주향토음식/도민맛집/찐도민맛집/목장카페드르쿰다부터/서귀포포토존/너이제육지못가/제주동쪽여행/제주동쪽코스/제주숲길/제주트래킹/제주뚜벅이여행/제주뚜벅이코스/제주힐링코스/제주숲/카페노티드제주/테라도스/서귀포카페/서귀포여행지/제주오션뷰/제주꽃놀이/제주갈치/애월맛집/애월가볼만한곳/제주베이커리/제주숙소/제주이국갬성카페/용용선생제주연동점/제주술집/연동맛집/연동술집/제주도청술집/제주폭포/제주여름/여름제주,146,202206
제주캠핑,0,페이스북,,0,,0,202206
제주차박,0,페이스북,,0,,0,202206
제주도관광,0,페이스북,,0,,0,202206
제주도카페,5,페이스북,송당무끈모루카페,2,송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/제주카페/제주맛집/제주도맛집/눈내리는섬/제주성산카페/성산일출봉카페/서귀포/서귀포맛집/서귀포가볼만한곳/서귀포핫플/서귀포여행/서귀포시/안도르/조천카페/귤꽃카페/이에르바/구좌상회/보라지붕/자드부팡/오카소/오드랑베이커리/제주함덕/휴일로/서귀포디저트카페/제주도가볼만한곳/제주가볼만한곳/제주핫플/제주도핫플/제주빵지순례/제주여행/제주도여행/제주여행코스,37,202206
제주도여행,37,페이스북,제주여행,30,제주여행/제주여행코스/제주가볼만한곳/제주핫플/제주맛집추천/제주도맛집추천/제주데이트코스/제주/제주도/제주도핫플/제주도가볼만한곳/오늘의제주/제주투어패스/제주여름휴가/제주로떠나는이유/제주맛집/제주도맛집/제주숨은명소/김녕미로공원/제주일상/제주여행중/jejutrip/jejutravel/제주동쪽/스누피가든/고양이공원/제주당일치기/제주시가볼만한곳/제주놀거리/제주사진촬영/서귀포/영주산/제주오름/드르쿰다/비체올린/제주비체올린/제주서쪽여행/제주능소화축제/제주능소화/선녀와나무꾼/선녀와나무꾼테마공원/국내여행/제주핫플레이스/돌문화공원/제주애견동반/수국명소/제주수국길/제주카페추천/제주카페/엘파소/제주신상카페/제주에코랜드/제주볼거리/힐링여행/에코랜드/제주숲속뷰/제주박물관은살아있다/착시아트/제주박물관/제주레저여행/중문승마/착한배낚시/실탄사격장/하모씨워킹/제주아리랑/세리월드/제주서귀포놀거리/흑심가/서귀포맛집/한림맛집/어박사애월점/어박사/제주애월/제주소품샵/제주도소품샵/원피스/송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/제주도카페/제주빵지순례/제주도데이트코스/친구태그/애월더선셋리조트/애월더선셋/제주숙소추천/제주풀빌라/제주로컬음식/제주향토음식/도민맛집/찐도민맛집/목장카페드르쿰다부터/서귀포포토존/너이제육지못가/제주동쪽여행/제주동쪽코스/제주숲길/제주트래킹/제주뚜벅이여행/제주뚜벅이코스/제주힐링코스/제주숲/카페노티드제주/테라도스/술의식물원/제주송당리/송당리마을/제주술집추천/제주파스타맛집/제주감성맛집/제주돌빵/제주바솔트/제주도기념품/제주도선물,116,202206
제주도가볼만한곳,11,페이스북,제주여행,10,제주여행/제주핫플/제주가볼만한곳/제주도핫플/제주도여행/제주여행코스/제주맛집추천/제주도맛집추천/제주데이트코스/제주/드르쿰다/당산봉/제주로떠나는이유/제주도풍경/제주도오름/제주오름/제주오름추천/제주여행지/제주액티비티/제주패러글라이딩/제주라플라이/제주짚라인/jejutravel/jejutrip/휴일로/서귀포디저트카페/제주카페/제주맛집/제주도카페/제주도맛집/제주도데이트코스/코드뮤직페스티벌/제주뮤직페스티벌/제주데이트/제주도/제주일상/제주핫플레이스,37,202206
제주도캠핑,0,페이스북,,0,,0,202206
제주도차박,0,페이스북,,0,,0,202206
따라비오름,0,페이스북,,0,,0,202206
궷물오름,2,페이스북,애월,2,애월/제주오름,2,202206
981파크,0,페이스북,,0,,0,202206
제주맛집,72,페이스북,서귀포맛집,32,서귀포맛집/제주여행/제주도맛집/제주가볼만한곳/애월맛집/제주공항근처맛집/제주시맛집/중문맛집/제주공항맛집/산방산맛집/제주핫플/제주맛집추천/신제주맛집/제주도여행/제주여행코스/제주도맛집추천/제주데이트코스/제주/제주도핫플/제주도가볼만한곳/제주도/제주카페/제주데이트/제주디저트/제주술집/물질식육식당/제주도카페/서귀포/제주살이/속골/서귀포여행/서귀포가볼만한곳/제주추천/범일분식/어박사/서귀포핫플/제주먹방/협재맛집/서귀포카페/애월가볼만한곳/제주흑돼지맛집/연동맛집/연동술집/제주도청술집/도시해녀/안도르/송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/드르쿰다/중문/서귀포맛집추천/제주아침식사/제주구좌/구좌맛집/구좌찐맛집/해녀의부엌/해녀의부엌북촌점/해산물/해녀/뿔소라/함덕맛집/서우봉/아침미소목장/카이막/제주에타/에그타르트/휴일로/서귀포디저트카페/흑심가/한림맛집/어박사애월점/제주애월/서귀포올레시장/제주흑돼지/서귀포올레시장맛집/슌식당/제주로떠나는이유/일식/제주이주민/제주일상/제주소품샵/제주도소품샵/원피스/제주도데이트코스/제주로컬맛집/제주맛집투어/친봉산장/버거요/제주수제버거/곽지맛집/애월카페/제주소품/구좌/일미도/제주로컬음식/제주향토음식/도민맛집/찐도민맛집/목장카페드르쿰다부터/서귀포포토존/너이제육지못가/제주동쪽여행/제주동쪽코스/제주벨미/제주기념품/제주협재/제주협재맛집/제주여행선물/제주선물추천/카페노티드제주/테라도스/서귀포여행지/후프바베큐/제주바베큐/제주이색맛집/제주오션뷰/제주갈치/제주베이커리/천돈가/제주중문맛집/제주중문맛집추천/제주고깃집/제주협재하늘집/제주하늘집/협재하늘집/협재흑돼지맛집/제주도민맛집/용용선생제주연동점/용용선생제주연동/제주도청맛집/비니스/이중섭거리/이중섭거리카페/동백별장/제주공항근처/제주동백별장/맛스타그램/여행에취하다,141,202206
제주도맛집,46,페이스북,제주맛집,31,제주맛집/제주공항근처맛집/제주시맛집/애월맛집/서귀포맛집/중문맛집/제주공항맛집/산방산맛집/신제주맛집/제주가볼만한곳/제주여행/제주도여행/제주여행코스/제주맛집추천/제주도맛집추천/제주핫플/제주데이트코스/제주/제주도핫플/제주도가볼만한곳/제주도/제주카페/제주도카페/서귀포/도시해녀/안도르/송당무끈모루카페/제주도동쪽카페/제주동쪽카페/제주도동쪽코스/제주도동쪽가볼만한곳/드르쿰다/중문/서귀포맛집추천/제주살이/제주아침식사/아침미소목장/카이막/제주에타/제주디저트/에그타르트/휴일로/서귀포디저트카페/속골/흑심가/한림맛집/친봉산장/버거요/제주수제버거/곽지맛집/협재맛집/애월카페/제주소품/제주로컬음식/제주향토음식/도민맛집/찐도민맛집/목장카페드르쿰다부터/서귀포포토존/너이제육지못가/제주동쪽여행/제주동쪽코스/카페노티드제주/테라도스/술의식물원/제주송당리/제주시가볼만한곳/송당리마을/제주술집추천/제주파스타맛집/제주감성맛집,71,202206
산방산,192,트위터,제주도여행,6,제주도여행/성산일출봉/제주/제주도/놀맨/성읍칠십리식당/산방산유채꽃/산방산유채꽃밭/용두암/제주카페/제주여행/용머리해안/산방산과/Sanbangsan/Clouded/Jeju/Real/Moseulpo/카멜리아힐/여미지식물원/오프/간단,22,202206
카멜리아힐,92,트위터,제주여행,8,제주여행/산방산/여미지식물원/제주/제주도여행/jejuisland/jeju,7,202206
성산일출봉,290,트위터,제주,10,제주/제주도/산방산/제주도여행/우도/놀맨/성읍칠십리식당/산방산유채꽃/산방산유채꽃밭/용두암/jeju/일출/안개/신양섭지해수욕장/성산일출봉등산20분컷/등산후성산옥탑돈까스꿀맛/yinwardolls/photography/landscape/sunrise/sunset/southkorea/korea/canon/scenery/eosr5/davidfilm/사진/풍경/일몰/대한민국/준치시강/용머리해안/천지연폭포/제주여행/제주바다/제주동쪽/섭지코지/제주여행추천/비자림/혼인지/수국/혼인지수국/소천지/월령/월령리/선인장군락지,47,202206
스누피가든,176,트위터,제주여행,3,제주여행/제주/빛의벙커/어마어마한크기의스누피가든/이제스누피전문가/yinwardolls/Jimin/bts/방탄소년단지민/자랑맞아,10,202206
빛의벙커,59,트위터,스누피가든,2,스누피가든,1,202206
금오름,55,트위터,jeju,6,jeju/LOCATION/제주/GeumOreum//KIMHYUNJOONG/김현중/제주여행/제주서부/제주핫스팟/패러글라이딩/island/paragliding/새별오름/금악오름/musicinkorea/비자림,17,202206
용머리해안,82,트위터,산방산,2,산방산/성산일출봉/천지연폭포,3,202206
비자림,144,트위터,김희재,4,김희재/제주여행/제주/비자나무숲/금오름/성산일출봉,6,202206
천지연폭포,63,트위터,제주도여행,4,제주도여행/성산일출봉/용머리해안/한국/제주/폭포,6,202206
천제연폭포,5,트위터,,0,,0,202206
새별오름,78,트위터,제주여행,4,제주여행/금오름,2,202206
제주실탄사격장,1,트위터,,0,,0,202206
테디베어뮤지엄제주,0,트위터,,0,,0,202206
여미지식물원,3,트위터,산방산,2,산방산/카멜리아힐,2,202206
메이즈랜드,13,트위터,제주도여행,2,제주도여행/미로공원/세계최대/테마파크/제주여행/가족여행/이남매,7,202206
제주관광,63,트위터,제주여행,1,제주여행/제주관광비용/물가상승률/제주,4,202206
제주카페,232,트위터,제주,6,제주/제주도/카페/산방산/테라로사/제주카페추천/제주카페투어/제주도카페/제주도카페추천/커피/아이스아메리카노/에그타르트/스콘/신제주카페/제주공항카페/제주도청카페/제주동네카페/카페스타그램/카페맛집/오프/건오/jeju/korea,23,202206
제주여행,806,트위터,제주,23,제주/여행/제주도/제주호텔/jeju/리조트/카멜리아힐/korea/제주숙소/제주맛집/제주도여행/제주날씨/제주도in/김희재/비자림/숙소/제주리조트/3성급/정동원/동원아여행가자/오월/길/가로수/수채화/정인성/새별오름/비너스/베일리/스누피가든/힐링/제주도맛집/제주서부/금오름/제주핫스팟/패러글라이딩/island/paragliding/산방산/제주일출/제주일몰/제주도명소/제주명소/성산일출봉/신양섭지해수욕장/수국/카페/맛집/트래비매거진/날씨/오늘날씨/등낚골/홈페이지/동호회/등산/낚시/골프/제주펜션/호텔/제주관광비용/물가상승률/생방송오늘저녁/제주도1m갈치구이맛집/제주갈치조림식당/슬기로운외식생활/여름휴가룩/제주바다/제주동쪽/섭지코지/제주여행추천/캠핑/캠핑요리/캠핑음식/캠핑장비/캠핑용품/캠핑스타그램/캠핑그램/제주도가볼만한곳/제주핫플레이스/제주도민/함덕해수욕장/함덕/함덕해변/함덕서우봉/함덕야영장/제주캠핑/건오/오프/운동/제주오프/제주건오/메이즈랜드/미로공원/세계최대/테마파크/가족여행/이남매/MZ세대/981파크/제주노을/981선셋무비/애월/바다/여름/낭만/이벤트/SNKRZ/MoveToEarn/M2E/NFT/Tiyole,110,202206
제주가볼만한곳,62,트위터,제주도,4,제주도/애견동반/제주/여행/jeju/korea,6,202206
제주캠핑,58,트위터,캠핑,1,캠핑/캠핑요리/캠핑음식/캠핑장비/캠핑용품/캠핑스타그램/캠핑그램/제주도/제주도가볼만한곳/제주/제주여행/제주핫플레이스/제주도민/함덕해수욕장/함덕/함덕해변/함덕서우봉/함덕야영장/건오/오프/운동/제주오프/제주건오,23,202206
제주차박,2,트위터,,0,,0,202206
제주도관광,32,트위터,제주도맛집,2,제주도맛집,1,202206
제주도카페,107,트위터,제주도,2,제주도/제주/제주카페/제주카페추천/제주카페투어/제주도카페추천/카페/커피/아이스아메리카노/에그타르트/스콘/신제주카페/제주공항카페/제주도청카페/제주동네카페/카페스타그램/카페맛집/오프/건오,19,202206
제주도여행,602,트위터,제주도렌트카,26,제주도렌트카/제주도항공권/제주렌트카/제주몬/제주도/여행/제주/호텔/호캉스/산방산/jeju/제주여행/korea/성산일출봉/천지연폭포/놀맨/성읍칠십리식당/산방산유채꽃/산방산유채꽃밭/용두암/메이즈랜드/여름/휴가/제이에스투어/카멜리아힐/jejuisland/제주도항공권무료/제주도티켓/제주도여행이벤트/제주이벤트/국내여행/패키지여행/여행할인/여행추천/아미일상,35,202206
제주도가볼만한곳,103,트위터,제주도,2,제주도/한라산/여행/관광/민들레/네팔오지여행가/이호철/캠핑/캠핑요리/캠핑음식/캠핑장비/캠핑용품/캠핑스타그램/캠핑그램/제주/제주여행/제주핫플레이스/제주도민/함덕해수욕장/함덕/함덕해변/함덕서우봉/함덕야영장/제주캠핑/건오/오프/운동/제주오프/제주건오,29,202206
제주도캠핑,5,트위터,,0,,0,202206
제주도차박,0,트위터,,0,,0,202206
따라비오름,1,트위터,,0,,0,202206
궷물오름,0,트위터,,0,,0,202206
981파크,6,트위터,대한민국청소년의회,2,대한민국청소년의회/대한민국청소년의회기자단/선셋무비/제주/MZ세대/제주여행/제주노을/981선셋무비/애월/바다/여름/낭만/이벤트,13,202206
제주맛집,186,트위터,제주여행,6,제주여행/제주도/korea/올레국수/고기국수/여행/발리가든협재본점/제주흑돼지/제주/jeju/제주맛집웅스키친너무좋앙,11,202206
제주도맛집,145,트위터,제주여행,3,제주여행/제주도관광/여행/제주도/힐링/울산독거노인/제주도놀기좋은곳,7,202206
